ID,FechaConsulta,Fuente,Ref,Municipio,Barrio,Precio,Habitaciones,Banos,Area,TipoArrendador,Arrendador,Contacto,URL,Latitud,Longitud,DistClinicaKm,EstacionMetro,LineaMetro,DistMetroKm,DentroPresupuesto,CumplePerfil,Score,Prioridad,Recomendacion,GoogleMaps,Notas
11,2026-07-09,Ciencuadras,turn2search61,Sabaneta,Sabaneta,1900000,2,1,43,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/sabaneta/apartamento/2hab,6.1513,-75.6157,14.0,Sabaneta,A,0.0,Si,Si,74.6,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.1513,-75.6157",Administración incluida según snippet
12,2026-07-09,Properati,turn2search59,Sabaneta,Sabaneta,2100000,2,2,51,Inmobiliaria,Viviendo Grupo Inmobiliario,Ver portal,https://www.properati.com.co/s/sabaneta-antioquia/apartamento/arriendo/habitaciones:2,6.1513,-75.6157,14.0,Sabaneta,A,0.0,Si,Si,74.6,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.1513,-75.6157",Publicado 22 abr 2026
13,2026-07-09,Metrocuadrado,turn2search77,Envigado,Las Flores,1900000,2,1,55,Por validar,Por validar,Ver portal,https://www.metrocuadrado.com/apartamentos/arriendo/envigado/,6.168,-75.59,11.32,Envigado,A,0.53,Si,Si,74.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.168,-75.59",Las Flores
14,2026-07-09,Ciencuadras,turn2search61,Sabaneta,La Barquerena,2200000,2,2,65,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/sabaneta/apartamento/2hab,6.153,-75.614,13.75,Sabaneta,A,0.27,Si,Si,72.7,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.153,-75.614",Administración incluida según snippet
15,2026-07-09,Fincaraiz,turn2search58,Sabaneta,La Florida,1700000,2,2,55,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/sabaneta/antioquia/2-o-mas-habitaciones/hasta-2400000/dolares,6.152,-75.618,14.03,Sabaneta,A,0.27,Si,Si,72.4,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.152,-75.618",5to piso sin ascensor según snippet
16,2026-07-09,Fincaraiz,turn2search58,Sabaneta,Prados de Sabaneta,1800000,2,1,60,Inmobiliaria,URIBIENES PROPIEDAD RAIZ,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/sabaneta/antioquia/2-o-mas-habitaciones/hasta-2400000/dolares,6.154,-75.617,13.78,Sabaneta,A,0.33,Si,Si,72.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.154,-75.617",Transporte público del metro según snippet
17,2026-07-09,Ciencuadras,turn2search61,Sabaneta,Maria Auxiliadora,1950000,2,2,55,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/sabaneta/apartamento/2hab,6.152,-75.624,14.32,La Estrella,A,0.29,Si,Si,71.8,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.152,-75.624",Administración incluida según snippet
18,2026-07-09,Fincaraiz,turn2search76,Envigado,Mesa,2100000,2,1,70,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/envigado/antioquia/2-habitaciones/hasta-2400000/dolares,6.171,-75.579,10.76,Envigado,A,0.92,Si,Si,71.7,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.171,-75.579","Barrio Mesa, energía prepagada según snippet"
19,2026-07-09,Rentola,turn1search5,Sabaneta,San Isidro,1550000,2,1,48,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/sabaneta,6.15,-75.612,13.97,Sabaneta,A,0.43,Si,Si,71.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.15,-75.612",Carrera 43A
20,2026-07-09,Rentola,turn1search5,Sabaneta,San Isidro,1700000,2,1,58,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/sabaneta,6.15,-75.612,13.97,Sabaneta,A,0.43,Si,Si,71.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.15,-75.612",La Inmaculada
21,2026-07-09,Rentola,turn1search5,Sabaneta,San Isidro,2000000,2,1,69,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/sabaneta,6.15,-75.612,13.97,Sabaneta,A,0.43,Si,Si,71.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.15,-75.612",Merkepaisa Sabaneta
22,2026-07-09,Rentola,turn1search5,Sabaneta,San Isidro,2150000,2,1,41,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/sabaneta,6.15,-75.612,13.97,Sabaneta,A,0.43,Si,Si,71.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.15,-75.612",Calle 68 Sur
23,2026-07-09,Rentola,turn1search5,Sabaneta,San Isidro,2300000,2,1,65,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/sabaneta,6.15,-75.612,13.97,Sabaneta,A,0.43,Si,Si,71.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.15,-75.612",Calle 62 Sur
24,2026-07-09,Metrocuadrado,turn2search62,Sabaneta,San Jose,2300000,2,2,60,Por validar,Por validar,Ver portal,https://www.metrocuadrado.com/apartamentos/arriendo/sabaneta/2-habitaciones,6.154,-75.612,13.56,Sabaneta,A,0.51,Si,Si,71.1,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.154,-75.612",San José
25,2026-07-09,Punto Propiedad,turn2search66,Medellin,Buenos Aires,1300000,2,1,36,Por validar,Por validar,Ver portal,https://www.puntopropiedad.com/arriendo/apartamentos/medellin/f_2-habitaciones,6.241,-75.548,3.47,San Antonio,A/B/T,2.4,Si,Si,70.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.241,-75.548",Calle 44 / Caunces de Oriente según snippet
26,2026-07-09,Properati,turn2search67,Medellin,Buenos Aires,1300000,2,1,36,Inmobiliaria,Imubli,Ver portal,https://www.properati.com.co/s/medellin-antioquia/apartamento/arriendo/habitaciones:2,6.241,-75.548,3.47,San Antonio,A/B/T,2.4,Si,Si,70.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.241,-75.548",Publicado hace 4 días según snippet
27,2026-07-09,Metrocuadrado,turn2search62,Sabaneta,Calle Larga,1850000,2,1,60,Por validar,Por validar,Ver portal,https://www.metrocuadrado.com/apartamentos/arriendo/sabaneta/2-habitaciones,6.15,-75.621,14.37,Sabaneta,A,0.6,Si,Si,69.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.15,-75.621",Calle Larga
28,2026-07-09,Fincaraiz,turn2search81,Bello,Quitasol,1550000,2,2,60,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/bello/antioquia/2-habitaciones,6.345,-75.565,8.69,Bello,A,1.73,Si,Si,68.1,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.345,-75.565",
29,2026-07-09,Ciencuadras,turn2search61,Sabaneta,Los Alcazares,2350000,2,1,60,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/sabaneta/apartamento/2hab,6.151,-75.607,13.68,Sabaneta,A,0.96,Si,Si,67.3,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.151,-75.607",Administración incluida según snippet
30,2026-07-09,Rentola,turn1search5,Sabaneta,Canaveralejo,1700000,2,1,52,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/sabaneta,6.144,-75.616,14.76,Sabaneta,A,0.81,Si,Si,67.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.144,-75.616",Cañaveralejo
31,2026-07-09,Rentola,turn1search5,Sabaneta,Canaveralejo,1780000,2,1,52,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/sabaneta,6.144,-75.616,14.76,Sabaneta,A,0.81,Si,Si,67.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.144,-75.616",Cañaveralejo
32,2026-07-09,Rentola,turn1search5,Sabaneta,Canaveralejo,1950000,2,1,78,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/sabaneta,6.144,-75.616,14.76,Sabaneta,A,0.81,Si,Si,67.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.144,-75.616",Carrera 46C
33,2026-07-09,Rentola,turn1search5,Sabaneta,Canaveralejo,2400000,2,1,67,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/sabaneta,6.144,-75.616,14.76,Sabaneta,A,0.81,Si,Si,67.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.144,-75.616",77 Towers
34,2026-07-09,Rentola,turn1search5,Sabaneta,Las Lomitas,1600000,2,1,55,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/sabaneta,6.149,-75.602,13.71,Itagui,A,1.2,Si,Si,65.4,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.149,-75.602",Las Lomitas
35,2026-07-09,Rentola,turn1search5,Sabaneta,Las Lomitas,1800000,2,1,50,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/sabaneta,6.149,-75.602,13.71,Itagui,A,1.2,Si,Si,65.4,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.149,-75.602",Calle 56 Sur
36,2026-07-09,Punto Propiedad,turn2search71,Itagui,Malta,2100000,2,1,43,Por validar,Por validar,Ver portal,https://www.puntopropiedad.com/arriendo/apartamentos/itagui/f_2-habitaciones,6.163,-75.62,13.03,Sabaneta,A,1.39,Si,Si,64.8,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.163,-75.62","Carrera 50a, Malta"
37,2026-07-09,Fincaraiz,turn2search69,Itagui,Suramerica,1300000,2,1,53,Inmobiliaria,Maxibienes S.A.S,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/itagui/antioquia/2-o-mas-habitaciones,6.166,-75.62,12.73,La Estrella,A,1.69,Si,Si,62.8,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.166,-75.62",
38,2026-07-09,Fincaraiz,turn2search76,Envigado,El Dorado,2150000,2,2,55,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/envigado/antioquia/2-habitaciones/hasta-2400000/dolares,6.17,-75.568,10.77,Ayura,A,2.08,Si,Si,62.4,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.17,-75.568","San Rafael/El Dorado, nuevo, vigilancia 24/7"
39,2026-07-09,Rentola,turn2search73,Itagui,La Aldea,2000000,2,2,50,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.161,-75.637,14.18,La Estrella,A,1.5,Si,Si,62.3,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.161,-75.637",La Aldea
40,2026-07-09,Rentola,turn2search73,Itagui,La Aldea,2200000,2,2,60,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.161,-75.637,14.18,La Estrella,A,1.5,Si,Si,62.3,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.161,-75.637",La Aldea
41,2026-07-09,Fincaraiz,turn2search76,Envigado,El Trianon,2400000,2,1,85,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/envigado/antioquia/2-habitaciones/hasta-2400000/dolares,6.161,-75.574,11.81,Envigado,A,1.91,Si,Si,62.3,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.161,-75.574",Trianón
42,2026-07-09,Rentola,turn2search73,Itagui,Centro,1400000,2,1,45,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.171,-75.611,11.79,Itagui,A,1.96,Si,Si,61.9,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",I.E Diego Echavarría
43,2026-07-09,Rentola,turn2search73,Itagui,Centro,1500000,2,1,60,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.171,-75.611,11.79,Itagui,A,1.96,Si,Si,61.9,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",Carrera 50
44,2026-07-09,Rentola,turn2search73,Itagui,Centro,1500000,2,1,68,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.171,-75.611,11.79,Itagui,A,1.96,Si,Si,61.9,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",unnamed road
45,2026-07-09,Rentola,turn2search73,Itagui,Centro,1500000,2,1,55,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.171,-75.611,11.79,Itagui,A,1.96,Si,Si,61.9,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",Diagonal 44
46,2026-07-09,Rentola,turn2search73,Itagui,Centro,1550000,2,1,38,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.171,-75.611,11.79,Itagui,A,1.96,Si,Si,61.9,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",Carrera 54 70-07
47,2026-07-09,Rentola,turn2search73,Itagui,Centro,1600000,2,1,60,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.171,-75.611,11.79,Itagui,A,1.96,Si,Si,61.9,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",Itagüí
48,2026-07-09,Rentola,turn2search73,Itagui,Centro,1700000,2,1,65,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.171,-75.611,11.79,Itagui,A,1.96,Si,Si,61.9,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",unnamed road
49,2026-07-09,Rentola,turn2search73,Itagui,Centro,1800000,2,2,55,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.171,-75.611,11.79,Itagui,A,1.96,Si,Si,61.9,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",Calle 47A
50,2026-07-09,Rentola,turn2search73,Itagui,Centro,2100000,2,2,60,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.171,-75.611,11.79,Itagui,A,1.96,Si,Si,61.9,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",Calle 36
51,2026-07-09,Rentola,turn2search73,Itagui,Centro,2100000,2,2,55,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.171,-75.611,11.79,Itagui,A,1.96,Si,Si,61.9,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.171,-75.611",Viviendas del Sur
52,2026-07-09,Rentola,turn2search73,Itagui,Los Naranjos,1750000,2,2,40,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.173,-75.612,11.63,Itagui,A,2.2,Si,Si,60.2,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.173,-75.612",Carrera 48
53,2026-07-09,Punto Propiedad,turn2search71,Itagui,Los Naranjos,1750000,2,2,40,Por validar,Por validar,Ver portal,https://www.puntopropiedad.com/arriendo/apartamentos/itagui/f_2-habitaciones,6.173,-75.612,11.63,Itagui,A,2.2,Si,Si,60.2,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.173,-75.612",Carrera 48 51 33
54,2026-07-09,Rentola,turn2search73,Itagui,Pilsen,1650000,2,1,70,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.17,-75.62,12.34,La Estrella,A,2.1,Si,Si,60.1,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.17,-75.62",Cervecería Unión
55,2026-07-09,Rentola,turn2search73,Itagui,Pilsen,1950000,2,2,57,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/2-habitaciones/itagui,6.17,-75.62,12.34,La Estrella,A,2.1,Si,Si,60.1,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.17,-75.62",Glorieta Pilsen
56,2026-07-09,Ciencuadras,turn2search89,Copacabana,Machado,1500000,2,2,68,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/copacabana/apartamento/2hab,6.337,-75.504,10.35,Niquia,A,4.44,Si,Si,59.6,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.337,-75.504",Administración incluida según snippet
57,2026-07-09,Ciencuadras,turn2search89,Copacabana,Machado,1600000,2,2,55,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/copacabana/apartamento/2hab,6.337,-75.504,10.35,Niquia,A,4.44,Si,Si,59.6,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.337,-75.504",Administración incluida según snippet
58,2026-07-09,Ciencuadras,turn2search89,Copacabana,Machado,1600000,2,2,58,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/copacabana/apartamento/2hab,6.337,-75.504,10.35,Niquia,A,4.44,Si,Si,59.6,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.337,-75.504",Administración incluida según snippet
59,2026-07-09,Ciencuadras,turn2search89,Copacabana,Machado,1650000,2,2,55,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/copacabana/apartamento/2hab,6.337,-75.504,10.35,Niquia,A,4.44,Si,Si,59.6,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.337,-75.504",Administración incluida según snippet
60,2026-07-09,Ciencuadras,turn2search89,Copacabana,Machado,1700000,2,2,51,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/copacabana/apartamento/2hab,6.337,-75.504,10.35,Niquia,A,4.44,Si,Si,59.6,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.337,-75.504",Administración incluida según snippet
61,2026-07-09,Ciencuadras,turn2search89,Copacabana,Machado,1700000,2,2,55,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/copacabana/apartamento/2hab,6.337,-75.504,10.35,Niquia,A,4.44,Si,Si,59.6,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.337,-75.504",Administración incluida según snippet
62,2026-07-09,Fincaraiz,turn2search92,Copacabana,Machado,1700000,2,2,54,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/copacabana/antioquia/2-habitaciones,6.337,-75.504,10.35,Niquia,A,4.44,Si,Si,59.6,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.337,-75.504",Sector Machado
63,2026-07-09,Ciencuadras,turn2search89,Copacabana,Machado,1800000,2,2,60,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/copacabana/apartamento/2hab,6.337,-75.504,10.35,Niquia,A,4.44,Si,Si,59.6,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.337,-75.504",Administración incluida según snippet
64,2026-07-09,Fincaraiz,turn2search92,Copacabana,Machado,1800000,2,2,60,Por validar,Por validar,Ver portal,https://www.fincaraiz.com.co/arriendo/apartamentos/copacabana/antioquia/2-habitaciones,6.337,-75.504,10.35,Niquia,A,4.44,Si,Si,59.6,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.337,-75.504","Unidad completa, transporte integrado al metro según snippet"
65,2026-07-09,Rentola,turn2search97,La Estrella,San Jose,1300000,2,1,50,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/la-estrella,6.147,-75.64,15.67,La Estrella,A,1.59,Si,Si,59.5,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.147,-75.64",Calle 87A Sur
66,2026-07-09,Rentola,turn2search97,La Estrella,San Jose,1500000,2,1,58,Por validar,Por validar,Ver portal,https://rentola.co.com/arriendo/apartamento/la-estrella,6.147,-75.64,15.67,La Estrella,A,1.59,Si,Si,59.5,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.147,-75.64",Calle 87A Sur
67,2026-07-09,Mitula,turn2search93,Copacabana,Miraflores,1900000,2,2,55,Inmobiliaria,Herencia Inmobiliaria,Ver portal,https://casas.mitula.com.co/casas/arriendo-2-habitaciones-copacabana,6.347,-75.515,10.52,Niquia,A,3.41,Si,Si,59.4,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.347,-75.515",
68,2026-07-09,Ciencuadras,turn2search89,Copacabana,Copacabana,1500000,2,2,55,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/copacabana/apartamento/2hab,6.346,-75.508,10.86,Niquia,A,4.12,Si,Si,58.9,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.346,-75.508",Administración incluida según snippet
69,2026-07-09,Ciencuadras,turn2search89,Copacabana,El Obrero,1550000,2,2,56,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/copacabana/apartamento/2hab,6.352,-75.508,11.4,Niquia,A,4.33,Si,Si,58.2,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.352,-75.508",Administración incluida según snippet
70,2026-07-09,Ciencuadras,turn2search89,Copacabana,El Obrero,1900000,2,2,55,Por validar,Por validar,Ver portal,https://www.ciencuadras.com/arriendo/copacabana/apartamento/2hab,6.352,-75.508,11.4,Niquia,A,4.33,Si,Si,58.2,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.352,-75.508",Administración incluida según snippet
71,2026-07-09,Mitula,turn2search93,Copacabana,Simon Bolivar,2200000,2,2,64,Inmobiliaria,Maxibienes SAS,Ver portal,https://casas.mitula.com.co/casas/arriendo-2-habitaciones-copacabana,6.35,-75.504,11.48,Niquia,A,4.67,Si,Si,58.1,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.35,-75.504",Nuevo en snippet
72,2026-07-09,Punto Propiedad,turn2search96,La Estrella,La Estrella,1400000,2,2,55,Por validar,Por validar,Ver portal,https://www.puntopropiedad.com/arriendo/apartamentos/estrella/f_2-habitaciones,6.158,-75.643,14.83,La Estrella,A,1.92,Si,Si,58.0,Baja,Comparar si no aparecen mejores,"https://www.google.com/maps/search/?api=1&query=6.158,-75.643",A 10 min del parque de Caldas
